age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16
45.0,male,other,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",26.0,2.0,working class,
44.0,male,other,high school,,pretty happy,never married,,,,,17.0,1.0,lower class,
19.0,male,white,high school,,pretty happy,never married,,,,,,0.0,middle class,
18.0,male,other,less than high school,excellent,,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,,
42.0,female,other,high school,poor,pretty happy,divorced,,,,"Natural Resources, Construction, and Maintenance Occupations",24.0,4.0,lower class,
45.0,male,white,high school,good,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",32.0,2.0,working class,
60.0,male,white,bachelor's,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
28.0,female,white,bachelor's,good,not too happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,
44.0,female,other,graduate,,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
57.0,female,other,less than high school,fair,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",16.0,2.0,working class,
33.0,male,white,associate/junior college,,very happy,married,,,,"Management, Business, Science, and Arts Occupations",29.0,2.0,lower class,
30.0,female,other,associate/junior college,good,,not married,,19.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,
30.0,male,other,graduate,,pretty happy,married,,,,,28.0,1.0,,
63.0,female,white,graduate,fair,,widowed,,19.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,
21.0,female,white,high school,,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
22.0,female,white,associate/junior college,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,
27.0,male,other,high school,fair,,married,,22.0,,"Production, Transportation, and Material Moving Occupations",,0.0,,
32.0,male,other,graduate,good,,married,,26.0,,"Production, Transportation, and Material Moving Occupations",,1.0,,
53.0,male,other,high school,fair,,married,,24.0,,"Management, Business, Science, and Arts Occupations",,2.0,,
39.0,female,other,graduate,good,,married,,30.0,,"Production, Transportation, and Material Moving Occupations",,0.0,,
29.0,female,other,bachelor's,excellent,,married,,24.0,,"Natural Resources, Construction, and Maintenance Occupations",,3.0,,
29.0,female,black,associate/junior college,fair,,never married,,,,"Production, Transportation, and Material Moving Occupations",,1.0,,
73.0,female,white,high school,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",20.0,2.0,middle class,
68.0,female,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,middle class,
60.0,male,white,high school,fair,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",17.0,3.0,working class,
70.0,female,other,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",23.0,3.0,working class,
35.0,male,other,high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,lower class,
30.0,male,other,less than high school,good,not too happy,never married,,,,"Management, Business, Science, and Arts Occupations",23.0,2.0,working class,
40.0,female,white,bachelor's,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",19.0,5.0,middle class,
58.0,male,white,high school,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,
43.0,female,black,bachelor's,excellent,,married,,25.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,
47.0,male,white,high school,fair,,married,,20.0,,Service Occupations,,4.0,,
54.0,female,other,high school,excellent,,married,,46.0,,"Production, Transportation, and Material Moving Occupations",,0.0,,
21.0,male,other,high school,good,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,
59.0,male,white,graduate,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",20.0,4.0,working class,
71.0,male,white,high school,good,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",19.0,5.0,working class,
38.0,male,white,associate/junior college,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",35.0,2.0,middle class,
52.0,female,other,high school,,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",17.0,3.0,working class,
61.0,female,white,less than high school,good,,married,,21.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,
53.0,female,other,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,lower class,
58.0,female,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",19.0,6.0,working class,
27.0,male,other,high school,excellent,,never married,,,,Sales and Office Occupations,,0.0,,
42.0,male,white,high school,poor,,divorced,,24.0,,"Management, Business, Science, and Arts Occupations",,3.0,,
29.0,female,white,high school,fair,,not married,,21.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,
55.0,male,white,bachelor's,good,pretty happy,married,,,,Service Occupations,25.0,3.0,middle class,
50.0,female,white,high school,,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",17.0,4.0,working class,
75.0,female,white,high school,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",23.0,4.0,lower class,
54.0,female,white,associate/junior college,,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",19.0,8.0,lower class,
64.0,female,white,high school,excellent,,divorced,,16.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,
21.0,male,white,high school,good,,married,,19.0,,"Management, Business, Science, and Arts Occupations",,0.0,,
80.0,female,white,high school,excellent,very happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",20.0,5.0,middle class,
33.0,female,white,bachelor's,good,pretty happy,married,,,,Sales and Office Occupations,,0.0,middle class,
35.0,male,white,high school,excellent,,divorced,,23.0,,"Management, Business, Science, and Arts Occupations",,0.0,,
50.0,female,white,less than high school,,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",19.0,4.0,working class,
28.0,female,white,high school,fair,,divorced,,24.0,,"Production, Transportation, and Material Moving Occupations",,1.0,,
25.0,male,other,high school,excellent,very happy,married,,,,"Management, Business, Science, and Arts Occupations",20.0,2.0,working class,
65.0,female,white,less than high school,good,,married,,18.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,
65.0,female,white,high school,excellent,not too happy,divorced,,,,"Management, Business, Science, and Arts Occupations",19.0,3.0,working class,
54.0,male,white,less than high school,,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,4.0,working class,
31.0,female,white,high school,excellent,,never married,,,60.0,"Production, Transportation, and Material Moving Occupations",,3.0,,
66.0,female,white,associate/junior college,excellent,very happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",22.0,4.0,middle class,
73.0,male,white,less than high school,poor,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",20.0,7.0,working class,
43.0,female,white,high school,good,,married,,42.0,,Service Occupations,,0.0,,
52.0,male,white,high school,fair,,married,,18.0,,"Management, Business, Science, and Arts Occupations",,4.0,,
51.0,male,white,high school,fair,not too happy,not married,,,,Sales and Office Occupations,38.0,3.0,lower class,
72.0,female,white,less than high school,fair,,widowed,,16.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,
31.0,male,white,high school,excellent,very happy,married,,,,"Management, Business, Science, and Arts Occupations",21.0,4.0,working class,
70.0,female,white,high school,good,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",23.0,4.0,working class,
79.0,male,white,graduate,good,,married,,33.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,
46.0,female,white,graduate,excellent,,divorced,,31.0,,"Management, Business, Science, and Arts Occupations",,0.0,,
78.0,male,white,bachelor's,fair,pretty happy,married,,,,Service Occupations,26.0,6.0,middle class,
25.0,female,white,less than high school,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
45.0,male,white,high school,good,,married,,23.0,,"Management, Business, Science, and Arts Occupations",,3.0,,
59.0,female,white,high school,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,working class,
72.0,female,white,high school,,pretty happy,married,,,,Sales and Office Occupations,20.0,5.0,middle class,
36.0,female,white,less than high school,good,,married,,22.0,,Sales and Office Occupations,,5.0,,
54.0,male,white,high school,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",29.0,2.0,working class,
59.0,male,white,bachelor's,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,
70.0,female,white,high school,good,very happy,married,,,,"Management, Business, Science, and Arts Occupations",21.0,5.0,lower class,
35.0,male,white,high school,good,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
50.0,female,white,graduate,good,,married,,21.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,
37.0,male,white,less than high school,good,pretty happy,married,,,,Service Occupations,,0.0,lower class,
36.0,female,white,associate/junior college,excellent,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",21.0,2.0,middle class,
47.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",,0.0,middle class,
50.0,female,white,bachelor's,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,
22.0,female,white,high school,fair,very happy,never married,,,,Sales and Office Occupations,19.0,1.0,working class,
53.0,male,white,high school,excellent,very happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",27.0,3.0,working class,
