age,sex,race,degree,health,happy,marital,martype,agewed,hrs2,indus10,agekdbrn,childs,class,income16,dateintv
41.0,female,white,graduate,,pretty happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",24.0,3.0,middle class,unemployed/zero income,403.0
26.0,female,other,less than high school,poor,not too happy,never married,,,,,14.0,2.0,lower class,unemployed/zero income,331.0
48.0,male,white,high school,good,pretty happy,divorced,,,,"Management, Business, Science, and Arts Occupations",23.0,2.0,working class,unemployed/zero income,614.0
24.0,female,other,high school,fair,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,623.0
38.0,male,white,graduate,,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",32.0,3.0,upper class,unemployed/zero income,618.0
37.0,female,other,bachelor's,good,,married,,24.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,unemployed/zero income,404.0
35.0,female,other,high school,good,,married,,33.0,,Sales and Office Occupations,,3.0,,unemployed/zero income,617.0
68.0,female,white,high school,fair,,married,,21.0,,"Natural Resources, Construction, and Maintenance Occupations",,1.0,,unemployed/zero income,619.0
34.0,female,white,bachelor's,excellent,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,410.0
58.0,male,other,bachelor's,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",35.0,1.0,middle class,unemployed/zero income,621.0
23.0,male,white,high school,,very happy,never married,,,,Sales and Office Occupations,,0.0,middle class,unemployed/zero income,408.0
31.0,female,other,high school,fair,,never married,,,,Sales and Office Occupations,,2.0,,unemployed/zero income,331.0
59.0,female,other,high school,fair,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",21.0,2.0,middle class,unemployed/zero income,402.0
78.0,male,other,high school,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,329.0
60.0,female,other,less than high school,good,pretty happy,never married,,,,"Production, Transportation, and Material Moving Occupations",20.0,1.0,working class,unemployed/zero income,718.0
44.0,female,other,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",27.0,3.0,middle class,unemployed/zero income,406.0
46.0,female,other,bachelor's,excellent,pretty happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",,0.0,middle class,unemployed/zero income,410.0
69.0,female,other,high school,good,pretty happy,married,,,,Sales and Office Occupations,20.0,1.0,working class,unemployed/zero income,406.0
40.0,male,other,high school,excellent,,not married,,24.0,,"Management, Business, Science, and Arts Occupations",,3.0,,unemployed/zero income,408.0
60.0,male,other,high school,,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,working class,unemployed/zero income,403.0
51.0,female,other,bachelor's,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",30.0,2.0,middle class,unemployed/zero income,330.0
60.0,female,other,high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",32.0,1.0,middle class,unemployed/zero income,619.0
56.0,male,white,bachelor's,good,,married,,23.0,,"Natural Resources, Construction, and Maintenance Occupations",,3.0,,unemployed/zero income,425.0
24.0,female,white,high school,,pretty happy,never married,,,,Sales and Office Occupations,,0.0,working class,unemployed/zero income,523.0
35.0,female,other,high school,,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",23.0,1.0,working class,unemployed/zero income,521.0
45.0,male,white,bachelor's,,very happy,married,,,,"Natural Resources, Construction, and Maintenance Occupations",29.0,3.0,working class,unemployed/zero income,422.0
29.0,female,white,bachelor's,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,upper class,unemployed/zero income,719.0
64.0,male,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,423.0
67.0,male,white,high school,excellent,,married,,21.0,,"Natural Resources, Construction, and Maintenance Occupations",,5.0,,unemployed/zero income,423.0
38.0,male,white,associate/junior college,excellent,,married,,21.0,,"Management, Business, Science, and Arts Occupations",,2.0,,unemployed/zero income,427.0
47.0,male,white,associate/junior college,excellent,,married,,28.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,unemployed/zero income,717.0
38.0,female,white,associate/junior college,good,,never married,,,,"Production, Transportation, and Material Moving Occupations",,2.0,,unemployed/zero income,424.0
53.0,female,white,graduate,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",35.0,1.0,middle class,unemployed/zero income,423.0
47.0,male,white,bachelor's,good,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",30.0,2.0,middle class,unemployed/zero income,717.0
53.0,female,white,less than high school,fair,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",17.0,3.0,working class,unemployed/zero income,424.0
62.0,female,white,high school,excellent,,married,,23.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,unemployed/zero income,425.0
58.0,male,white,graduate,excellent,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,upper class,unemployed/zero income,714.0
49.0,female,white,high school,excellent,,married,,27.0,,"Production, Transportation, and Material Moving Occupations",,1.0,,unemployed/zero income,425.0
57.0,male,white,bachelor's,fair,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",36.0,2.0,middle class,unemployed/zero income,424.0
52.0,male,white,high school,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,423.0
35.0,male,white,graduate,excellent,,married,,29.0,,"Production, Transportation, and Material Moving Occupations",,1.0,,unemployed/zero income,720.0
65.0,male,white,bachelor's,fair,,married,,21.0,,"Natural Resources, Construction, and Maintenance Occupations",,2.0,,unemployed/zero income,424.0
36.0,female,white,associate/junior college,good,,divorced,,22.0,,"Production, Transportation, and Material Moving Occupations",,4.0,,unemployed/zero income,423.0
56.0,male,white,high school,good,,married,,34.0,,"Management, Business, Science, and Arts Occupations",,1.0,,unemployed/zero income,424.0
25.0,female,white,bachelor's,good,pretty happy,never married,,,,Service Occupations,,0.0,middle class,unemployed/zero income,424.0
29.0,female,white,bachelor's,good,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,working class,unemployed/zero income,428.0
27.0,male,white,high school,good,,married,,27.0,,"Management, Business, Science, and Arts Occupations",,0.0,,unemployed/zero income,423.0
62.0,female,white,graduate,good,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",27.0,2.0,middle class,unemployed/zero income,423.0
78.0,male,white,high school,excellent,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",27.0,4.0,middle class,unemployed/zero income,320.0
20.0,female,white,high school,good,,never married,,,,"Production, Transportation, and Material Moving Occupations",,0.0,,unemployed/zero income,424.0
75.0,male,white,high school,fair,,married,,21.0,,"Management, Business, Science, and Arts Occupations",,3.0,,unemployed/zero income,424.0
52.0,female,white,high school,excellent,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",18.0,2.0,working class,unemployed/zero income,718.0
65.0,male,white,graduate,fair,,married,,25.0,,"Production, Transportation, and Material Moving Occupations",,3.0,,unemployed/zero income,425.0
89.0,male,white,less than high school,,not too happy,widowed,,,,"Management, Business, Science, and Arts Occupations",26.0,2.0,,unemployed/zero income,424.0
53.0,female,white,high school,fair,very happy,married,,,,"Production, Transportation, and Material Moving Occupations",25.0,2.0,working class,unemployed/zero income,323.0
41.0,female,white,high school,fair,,divorced,,21.0,,"Production, Transportation, and Material Moving Occupations",,2.0,,unemployed/zero income,423.0
71.0,female,white,associate/junior college,,not too happy,married,,,,"Production, Transportation, and Material Moving Occupations",23.0,2.0,working class,unemployed/zero income,427.0
39.0,female,black,high school,,not too happy,never married,,,,Sales and Office Occupations,,0.0,working class,unemployed/zero income,423.0
22.0,female,white,bachelor's,excellent,very happy,never married,,,,"Production, Transportation, and Material Moving Occupations",19.0,1.0,middle class,unemployed/zero income,323.0
40.0,male,white,high school,fair,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",35.0,3.0,working class,unemployed/zero income,427.0
80.0,male,white,graduate,,very happy,married,,,,"Management, Business, Science, and Arts Occupations",28.0,5.0,upper class,unemployed/zero income,425.0
42.0,female,white,high school,good,pretty happy,married,,,,"Production, Transportation, and Material Moving Occupations",25.0,3.0,working class,unemployed/zero income,609.0
68.0,male,white,high school,good,,not married,,22.0,,Sales and Office Occupations,,1.0,,unemployed/zero income,425.0
59.0,male,white,bachelor's,,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",29.0,4.0,middle class,unemployed/zero income,426.0
59.0,female,white,high school,poor,pretty happy,widowed,,,40.0,"Natural Resources, Construction, and Maintenance Occupations",19.0,3.0,working class,unemployed/zero income,424.0
75.0,female,white,high school,fair,pretty happy,married,,,,,19.0,3.0,middle class,unemployed/zero income,424.0
26.0,male,white,high school,,pretty happy,never married,,,,"Management, Business, Science, and Arts Occupations",25.0,1.0,working class,unemployed/zero income,423.0
25.0,male,white,high school,,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",,0.0,working class,unemployed/zero income,426.0
68.0,female,white,graduate,excellent,very happy,widowed,,,,"Natural Resources, Construction, and Maintenance Occupations",24.0,3.0,middle class,unemployed/zero income,421.0
63.0,female,white,bachelor's,good,very happy,divorced,,,,"Management, Business, Science, and Arts Occupations",23.0,2.0,middle class,unemployed/zero income,423.0
46.0,female,white,high school,good,pretty happy,divorced,,,,Sales and Office Occupations,17.0,3.0,working class,unemployed/zero income,427.0
61.0,female,white,graduate,fair,not too happy,divorced,,,,"Production, Transportation, and Material Moving Occupations",,0.0,middle class,unemployed/zero income,505.0
81.0,male,white,less than high school,good,pretty happy,widowed,,,,"Production, Transportation, and Material Moving Occupations",26.0,4.0,middle class,unemployed/zero income,515.0
33.0,male,white,high school,excellent,pretty happy,married,,,,"Management, Business, Science, and Arts Occupations",24.0,3.0,working class,unemployed/zero income,424.0
